	Gene	TF	corr	absCorr
979	Solyc09g098590.4	Solyc04g077490.3	0.22352579644561366	0.22352579644561366
980	Solyc09g098590.4	Solyc01g067560.3	-0.3893361647487054	0.3893361647487054
981	Solyc09g098590.4	Solyc10g080770.3	-0.48778363605207115	0.48778363605207115
982	Solyc09g098590.4	Solyc02g063430.4	0.1849136193096016	0.1849136193096016
983	Solyc09g098590.4	Solyc02g076810.4	-0.5026129929741847	0.5026129929741847
984	Solyc09g098590.4	Solyc12g005960.3	-0.4452213595916681	0.4452213595916681
985	Solyc09g098590.4	Solyc02g065350.3	0.0810907962185706	0.0810907962185706
986	Solyc09g098590.4	Solyc08g005050.4	-0.048798636996065445	0.048798636996065445
987	Solyc09g098590.4	Solyc06g073640.4	0.22421023360887185	0.22421023360887185
988	Solyc09g098590.4	Solyc02g078130.3	0.4023499675185401	0.4023499675185401
989	Solyc09g098590.4	Solyc07g026680.2	-0.26052444856315715	0.26052444856315715
991	Solyc09g098590.4	Solyc08g007170.1	0.14515109582605132	0.14515109582605132
993	Solyc09g098590.4	Solyc10g055760.2	0.1257326762589057	0.1257326762589057
994	Solyc09g098590.4	Solyc08g075090.4	0.15748048822865024	0.15748048822865024
995	Solyc09g098590.4	Solyc04g078550.3	0.2530929789104114	0.2530929789104114
996	Solyc09g098590.4	Solyc09g014250.3	0.06657607994774349	0.06657607994774349
997	Solyc09g098590.4	Solyc09g065820.4	0.4144730681718659	0.4144730681718659
998	Solyc09g098590.4	Solyc04g078770.4	0.4028310147428159	0.4028310147428159
999	Solyc09g098590.4	Solyc05g050330.3	-0.3512876088904844	0.3512876088904844
1000	Solyc09g098590.4	Solyc11g005920.3	-0.41534616778511557	0.41534616778511557
1001	Solyc09g098590.4	Solyc03g123500.4	0.13514305665118517	0.13514305665118517
1002	Solyc09g098590.4	Solyc10g005010.4	0.17389786571529273	0.17389786571529273
1003	Solyc09g098590.4	Solyc05g009460.3	0.0883103474302525	0.0883103474302525
1004	Solyc09g098590.4	Solyc05g052610.3	-0.42652338981996535	0.42652338981996535
1005	Solyc09g098590.4	Solyc06g076770.3	0.3877902689234187	0.3877902689234187
1006	Solyc09g098590.4	Solyc04g007000.2	-0.49169423222831976	0.49169423222831976
1007	Solyc09g098590.4	Solyc07g053590.4	0.35085853717212984	0.35085853717212984
1008	Solyc09g098590.4	Solyc02g092050.3	0.4171013841076306	0.4171013841076306
1009	Solyc09g098590.4	Solyc02g084350.3	0.15210963498390448	0.15210963498390448
1010	Solyc09g098590.4	Solyc06g053610.3	0.11464848206870613	0.11464848206870613
1011	Solyc09g098590.4	Solyc08g079270.3	0.23177338319173957	0.23177338319173957
1013	Solyc09g098590.4	Solyc11g006720.2	-0.2794875321964908	0.2794875321964908
1014	Solyc09g098590.4	Solyc03g096350.3	0.09568651581999095	0.09568651581999095
1015	Solyc09g098590.4	Solyc12g014610.2	-0.47028449166825326	0.47028449166825326
1016	Solyc09g098590.4	Solyc12g098520.2	-0.368588932070173	0.368588932070173
1017	Solyc09g098590.4	Solyc04g015500.3	-0.3353243779079965	0.3353243779079965
1018	Solyc09g098590.4	Solyc04g008870.3	-0.13499663765873487	0.13499663765873487
1019	Solyc09g098590.4	Solyc11g008000.2	0.22173448894168757	0.22173448894168757
1020	Solyc09g098590.4	Solyc12g096200.2	-0.38091471127738125	0.38091471127738125
1022	Solyc09g098590.4	Solyc01g097330.3	-0.5167984649994695	0.5167984649994695
1023	Solyc09g098590.4	Solyc04g045430.4	-0.3722967093546019	0.3722967093546019
1024	Solyc09g098590.4	Solyc07g062680.3	0.2345662450042861	0.2345662450042861
1025	Solyc09g098590.4	Solyc08g068320.3	0.548133768028416	0.548133768028416
1026	Solyc09g098590.4	Solyc05g009230.3	-0.35061688541791436	0.35061688541791436
1027	Solyc09g098590.4	Solyc01g091910.4	0.15290102616111778	0.15290102616111778
1029	Solyc09g098590.4	Solyc04g080740.1	0.3098778258654723	0.3098778258654723
1030	Solyc09g098590.4	Solyc08g005270.3	-0.4108920893603828	0.4108920893603828
1031	Solyc09g098590.4	Solyc03g095980.3	0.08536060213787006	0.08536060213787006
1033	Solyc09g098590.4	Solyc01g090340.3	0.5796082563436492	0.5796082563436492
1034	Solyc09g098590.4	Solyc01g109880.3	0.5413311119021443	0.5413311119021443
1035	Solyc09g098590.4	Solyc02g077450.3	-0.27992008007151	0.27992008007151
1036	Solyc09g098590.4	Solyc06g071230.3	-0.19523201136020954	0.19523201136020954
1037	Solyc09g098590.4	Solyc07g018010.3	0.25282808103827664	0.25282808103827664
1038	Solyc09g098590.4	Solyc06g071690.3	-0.05884083364641298	0.05884083364641298
1039	Solyc09g098590.4	Solyc06g007530.2	0.4821037432598299	0.4821037432598299
1040	Solyc09g098590.4	Solyc01g090560.4	0.06525513318856961	0.06525513318856961
1042	Solyc09g098590.4	Solyc11g010710.2	0.03507989014904733	0.03507989014904733
1043	Solyc09g098590.4	Solyc06g083590.4	-0.25749602084932416	0.25749602084932416
1044	Solyc09g098590.4	Solyc02g062950.3	-0.47939878551740667	0.47939878551740667
1047	Solyc09g098590.4	Solyc10g055410.2	0.36871242491249434	0.36871242491249434
1048	Solyc09g098590.4	Solyc01g008980.3	-0.2795840696971393	0.2795840696971393
1049	Solyc09g098590.4	Solyc05g009880.3	0.49424413531044115	0.49424413531044115
1050	Solyc09g098590.4	Solyc09g008850.3	-0.4724874145209298	0.4724874145209298
1051	Solyc09g098590.4	Solyc03g122030.1	-0.43966384143971415	0.43966384143971415
1052	Solyc09g098590.4	Solyc04g074810.4	0.026049622025671987	0.026049622025671987
1053	Solyc09g098590.4	Solyc12g008690.3	0.3605779219425761	0.3605779219425761
1054	Solyc09g098590.4	Solyc03g113620.3	-0.051309480787937	0.051309480787937
1055	Solyc09g098590.4	Solyc09g089870.3	-0.32830181741192743	0.32830181741192743
1056	Solyc09g098590.4	Solyc06g054540.3	-0.45590126965900996	0.45590126965900996
1057	Solyc09g098590.4	Solyc03g026020.3	-0.4804689674371003	0.4804689674371003
1058	Solyc09g098590.4	Solyc01g104900.3	-0.43591216369901054	0.43591216369901054
1059	Solyc09g098590.4	Solyc08g022080.4	-0.1796617091917183	0.1796617091917183
1060	Solyc09g098590.4	Solyc06g083170.3	-0.07619099898486081	0.07619099898486081
1061	Solyc09g098590.4	Solyc04g077480.3	0.13841187374429123	0.13841187374429123
1062	Solyc09g098590.4	Solyc02g087920.3	-0.3744806724127147	0.3744806724127147
1063	Solyc09g098590.4	Solyc07g047610.3	0.13197744309649773	0.13197744309649773
1065	Solyc09g098590.4	Solyc09g057710.4	0.396891263851617	0.396891263851617
1066	Solyc09g098590.4	Solyc03g078120.4	-0.39742725994393996	0.39742725994393996
1067	Solyc09g098590.4	Solyc08g078340.3	-0.3487670601236495	0.3487670601236495
1157	Solyc12g008510.2	Solyc04g077490.3	-0.5935695139824626	0.5935695139824626
1158	Solyc12g008510.2	Solyc01g067560.3	0.6160961996131502	0.6160961996131502
1159	Solyc12g008510.2	Solyc10g080770.3	0.7315719518980054	0.7315719518980054
1160	Solyc12g008510.2	Solyc02g063430.4	-0.533528445805507	0.533528445805507
1161	Solyc12g008510.2	Solyc02g076810.4	0.7429238120907834	0.7429238120907834
1162	Solyc12g008510.2	Solyc12g005960.3	0.7035245141715412	0.7035245141715412
1163	Solyc12g008510.2	Solyc02g065350.3	-0.38848117651697833	0.38848117651697833
1164	Solyc12g008510.2	Solyc08g005050.4	-0.3144498330495175	0.3144498330495175
1165	Solyc12g008510.2	Solyc06g073640.4	-0.4197584567237325	0.4197584567237325
1166	Solyc12g008510.2	Solyc02g078130.3	-0.4866384796630047	0.4866384796630047
1167	Solyc12g008510.2	Solyc07g026680.2	0.8467618450701919	0.8467618450701919
1169	Solyc12g008510.2	Solyc08g007170.1	-0.5052910503308082	0.5052910503308082
1171	Solyc12g008510.2	Solyc10g055760.2	-0.28862039796313865	0.28862039796313865
1172	Solyc12g008510.2	Solyc08g075090.4	-0.4548658744360034	0.4548658744360034
1173	Solyc12g008510.2	Solyc04g078550.3	-0.5662149939791267	0.5662149939791267
1174	Solyc12g008510.2	Solyc09g014250.3	-0.48567638599300944	0.48567638599300944
1175	Solyc12g008510.2	Solyc09g065820.4	-0.5718564950771171	0.5718564950771171
1176	Solyc12g008510.2	Solyc04g078770.4	-0.5995973471058035	0.5995973471058035
1177	Solyc12g008510.2	Solyc05g050330.3	0.5445551442452204	0.5445551442452204
1178	Solyc12g008510.2	Solyc11g005920.3	0.788924653454499	0.788924653454499
1179	Solyc12g008510.2	Solyc03g123500.4	-0.3803095028008058	0.3803095028008058
1180	Solyc12g008510.2	Solyc10g005010.4	-0.3456904270667165	0.3456904270667165
1181	Solyc12g008510.2	Solyc05g009460.3	-0.5011668954934279	0.5011668954934279
1182	Solyc12g008510.2	Solyc05g052610.3	0.6735032677308421	0.6735032677308421
1183	Solyc12g008510.2	Solyc06g076770.3	-0.28985214501621853	0.28985214501621853
1184	Solyc12g008510.2	Solyc04g007000.2	0.7319017114938358	0.7319017114938358
1185	Solyc12g008510.2	Solyc07g053590.4	-0.5070597217545509	0.5070597217545509
1186	Solyc12g008510.2	Solyc02g092050.3	-0.5692842990960872	0.5692842990960872
1187	Solyc12g008510.2	Solyc02g084350.3	-0.4017297250248527	0.4017297250248527
1188	Solyc12g008510.2	Solyc06g053610.3	-0.2628477613428096	0.2628477613428096
1189	Solyc12g008510.2	Solyc08g079270.3	-0.4895897112700402	0.4895897112700402
1191	Solyc12g008510.2	Solyc11g006720.2	0.30592324302470325	0.30592324302470325
1192	Solyc12g008510.2	Solyc03g096350.3	-0.4961349052180207	0.4961349052180207
1193	Solyc12g008510.2	Solyc12g014610.2	0.7826919326877012	0.7826919326877012
1194	Solyc12g008510.2	Solyc12g098520.2	0.6303427230552059	0.6303427230552059
1195	Solyc12g008510.2	Solyc04g015500.3	0.8099922016169607	0.8099922016169607
1196	Solyc12g008510.2	Solyc04g008870.3	-0.25345570755598384	0.25345570755598384
1197	Solyc12g008510.2	Solyc11g008000.2	-0.5119227907430617	0.5119227907430617
1198	Solyc12g008510.2	Solyc12g096200.2	0.6801083729322103	0.6801083729322103
1200	Solyc12g008510.2	Solyc01g097330.3	0.7197557605999503	0.7197557605999503
1201	Solyc12g008510.2	Solyc04g045430.4	0.7063550890671152	0.7063550890671152
1202	Solyc12g008510.2	Solyc07g062680.3	-0.4891500933646913	0.4891500933646913
1203	Solyc12g008510.2	Solyc08g068320.3	-0.49435323024356936	0.49435323024356936
1204	Solyc12g008510.2	Solyc05g009230.3	0.7678608443386407	0.7678608443386407
1205	Solyc12g008510.2	Solyc01g091910.4	-0.3466746482045867	0.3466746482045867
1207	Solyc12g008510.2	Solyc04g080740.1	-0.528118663443293	0.528118663443293
1208	Solyc12g008510.2	Solyc08g005270.3	0.7761684723919766	0.7761684723919766
1209	Solyc12g008510.2	Solyc03g095980.3	0.2855795531004595	0.2855795531004595
1211	Solyc12g008510.2	Solyc01g090340.3	-0.5447045421294311	0.5447045421294311
1212	Solyc12g008510.2	Solyc01g109880.3	-0.6027724275530122	0.6027724275530122
1213	Solyc12g008510.2	Solyc02g077450.3	0.7907943818549201	0.7907943818549201
1214	Solyc12g008510.2	Solyc06g071230.3	0.35798839899779145	0.35798839899779145
1215	Solyc12g008510.2	Solyc07g018010.3	-0.5012174825191643	0.5012174825191643
1216	Solyc12g008510.2	Solyc06g071690.3	-0.3014852610555431	0.3014852610555431
1217	Solyc12g008510.2	Solyc06g007530.2	-0.6157493622835046	0.6157493622835046
1218	Solyc12g008510.2	Solyc01g090560.4	-0.4727268484885375	0.4727268484885375
1220	Solyc12g008510.2	Solyc11g010710.2	-0.20879826831522455	0.20879826831522455
1221	Solyc12g008510.2	Solyc06g083590.4	0.7220172767382341	0.7220172767382341
1222	Solyc12g008510.2	Solyc02g062950.3	0.8251745960289424	0.8251745960289424
1225	Solyc12g008510.2	Solyc10g055410.2	-0.44628180948739987	0.44628180948739987
1226	Solyc12g008510.2	Solyc01g008980.3	0.6651887640631996	0.6651887640631996
1227	Solyc12g008510.2	Solyc05g009880.3	-0.5206531626650821	0.5206531626650821
1228	Solyc12g008510.2	Solyc09g008850.3	0.7495488026574494	0.7495488026574494
1229	Solyc12g008510.2	Solyc03g122030.1	0.7360485978377317	0.7360485978377317
1230	Solyc12g008510.2	Solyc04g074810.4	-0.42532818967363173	0.42532818967363173
1231	Solyc12g008510.2	Solyc12g008690.3	-0.6695792530432099	0.6695792530432099
1232	Solyc12g008510.2	Solyc03g113620.3	0.5959485366845169	0.5959485366845169
1233	Solyc12g008510.2	Solyc09g089870.3	0.7656963729792186	0.7656963729792186
1234	Solyc12g008510.2	Solyc06g054540.3	0.6176090779575455	0.6176090779575455
1235	Solyc12g008510.2	Solyc03g026020.3	0.8153018501163157	0.8153018501163157
1236	Solyc12g008510.2	Solyc01g104900.3	0.8018620127528013	0.8018620127528013
1237	Solyc12g008510.2	Solyc08g022080.4	0.5163476676256378	0.5163476676256378
1238	Solyc12g008510.2	Solyc06g083170.3	-0.4224678677841669	0.4224678677841669
1239	Solyc12g008510.2	Solyc04g077480.3	-0.5135305068881455	0.5135305068881455
1240	Solyc12g008510.2	Solyc02g087920.3	0.7732372467278996	0.7732372467278996
1241	Solyc12g008510.2	Solyc07g047610.3	-0.5443987363553185	0.5443987363553185
1243	Solyc12g008510.2	Solyc09g057710.4	-0.708775170841865	0.708775170841865
1244	Solyc12g008510.2	Solyc03g078120.4	0.6445105047163308	0.6445105047163308
1245	Solyc12g008510.2	Solyc08g078340.3	0.6351167617984028	0.6351167617984028
2937	Solyc07g042520.4	Solyc04g077490.3	0.6285454366209302	0.6285454366209302
2938	Solyc07g042520.4	Solyc01g067560.3	-0.4776158926361672	0.4776158926361672
2939	Solyc07g042520.4	Solyc10g080770.3	-0.5069117853563894	0.5069117853563894
2940	Solyc07g042520.4	Solyc02g063430.4	0.6962612435764054	0.6962612435764054
2941	Solyc07g042520.4	Solyc02g076810.4	-0.43813439940003523	0.43813439940003523
2942	Solyc07g042520.4	Solyc12g005960.3	-0.41812635595699327	0.41812635595699327
2943	Solyc07g042520.4	Solyc02g065350.3	0.580075547849634	0.580075547849634
2944	Solyc07g042520.4	Solyc08g005050.4	0.4955228632290012	0.4955228632290012
2945	Solyc07g042520.4	Solyc06g073640.4	0.32929701648603954	0.32929701648603954
2946	Solyc07g042520.4	Solyc02g078130.3	0.4108276195564906	0.4108276195564906
2947	Solyc07g042520.4	Solyc07g026680.2	-0.5889735999662213	0.5889735999662213
2949	Solyc07g042520.4	Solyc08g007170.1	0.43273924911616224	0.43273924911616224
2951	Solyc07g042520.4	Solyc10g055760.2	0.3925005878425154	0.3925005878425154
2952	Solyc07g042520.4	Solyc08g075090.4	0.3573672752068457	0.3573672752068457
2953	Solyc07g042520.4	Solyc04g078550.3	0.5037507929073004	0.5037507929073004
2954	Solyc07g042520.4	Solyc09g014250.3	0.5708845015151774	0.5708845015151774
2955	Solyc07g042520.4	Solyc09g065820.4	0.31159344650608867	0.31159344650608867
2956	Solyc07g042520.4	Solyc04g078770.4	0.5167334553561661	0.5167334553561661
2957	Solyc07g042520.4	Solyc05g050330.3	-0.5337660422359544	0.5337660422359544
2958	Solyc07g042520.4	Solyc11g005920.3	-0.5146677832648645	0.5146677832648645
2959	Solyc07g042520.4	Solyc03g123500.4	0.48049615385329886	0.48049615385329886
2960	Solyc07g042520.4	Solyc10g005010.4	0.6638653902444015	0.6638653902444015
2961	Solyc07g042520.4	Solyc05g009460.3	0.5331979033974611	0.5331979033974611
2962	Solyc07g042520.4	Solyc05g052610.3	-0.5025600378860756	0.5025600378860756
2963	Solyc07g042520.4	Solyc06g076770.3	0.22818315557718127	0.22818315557718127
2964	Solyc07g042520.4	Solyc04g007000.2	-0.351037678911886	0.351037678911886
2965	Solyc07g042520.4	Solyc07g053590.4	0.7577182651905382	0.7577182651905382
2966	Solyc07g042520.4	Solyc02g092050.3	0.3384498688735568	0.3384498688735568
2967	Solyc07g042520.4	Solyc02g084350.3	0.7209229011898636	0.7209229011898636
2968	Solyc07g042520.4	Solyc06g053610.3	0.2629429167300026	0.2629429167300026
2969	Solyc07g042520.4	Solyc08g079270.3	0.7720152801345033	0.7720152801345033
2971	Solyc07g042520.4	Solyc11g006720.2	-0.28124444984318	0.28124444984318
2972	Solyc07g042520.4	Solyc03g096350.3	0.5292757170717293	0.5292757170717293
2973	Solyc07g042520.4	Solyc12g014610.2	-0.3809080644454274	0.3809080644454274
2974	Solyc07g042520.4	Solyc12g098520.2	-0.5995526978036217	0.5995526978036217
2975	Solyc07g042520.4	Solyc04g015500.3	-0.5329224832602474	0.5329224832602474
2976	Solyc07g042520.4	Solyc04g008870.3	0.5557964275941163	0.5557964275941163
2977	Solyc07g042520.4	Solyc11g008000.2	0.42038343684902835	0.42038343684902835
2978	Solyc07g042520.4	Solyc12g096200.2	-0.33498568501986314	0.33498568501986314
2980	Solyc07g042520.4	Solyc01g097330.3	-0.18990641148202272	0.18990641148202272
2981	Solyc07g042520.4	Solyc04g045430.4	-0.626481283036429	0.626481283036429
2982	Solyc07g042520.4	Solyc07g062680.3	0.5588945737857762	0.5588945737857762
2983	Solyc07g042520.4	Solyc08g068320.3	0.2909455222926775	0.2909455222926775
2984	Solyc07g042520.4	Solyc05g009230.3	-0.46908266452744485	0.46908266452744485
2985	Solyc07g042520.4	Solyc01g091910.4	0.40066101513259517	0.40066101513259517
2987	Solyc07g042520.4	Solyc04g080740.1	0.33827104127475943	0.33827104127475943
2988	Solyc07g042520.4	Solyc08g005270.3	-0.5619464398909492	0.5619464398909492
2989	Solyc07g042520.4	Solyc03g095980.3	-0.4802645404542162	0.4802645404542162
2991	Solyc07g042520.4	Solyc01g090340.3	0.32336594590617285	0.32336594590617285
2992	Solyc07g042520.4	Solyc01g109880.3	0.16867513479432727	0.16867513479432727
2993	Solyc07g042520.4	Solyc02g077450.3	-0.5120228739498751	0.5120228739498751
2994	Solyc07g042520.4	Solyc06g071230.3	-0.36939733078869813	0.36939733078869813
2995	Solyc07g042520.4	Solyc07g018010.3	0.4831332844136864	0.4831332844136864
2996	Solyc07g042520.4	Solyc06g071690.3	0.7385190969751355	0.7385190969751355
2997	Solyc07g042520.4	Solyc06g007530.2	0.29702352114970954	0.29702352114970954
2998	Solyc07g042520.4	Solyc01g090560.4	0.6648807651760094	0.6648807651760094
3000	Solyc07g042520.4	Solyc11g010710.2	0.37341306319476997	0.37341306319476997
3001	Solyc07g042520.4	Solyc06g083590.4	-0.41708324042623923	0.41708324042623923
3002	Solyc07g042520.4	Solyc02g062950.3	-0.5198012218704096	0.5198012218704096
3005	Solyc07g042520.4	Solyc10g055410.2	0.458260376505615	0.458260376505615
3006	Solyc07g042520.4	Solyc01g008980.3	-0.6591213957170903	0.6591213957170903
3007	Solyc07g042520.4	Solyc05g009880.3	0.23796145643040972	0.23796145643040972
3008	Solyc07g042520.4	Solyc09g008850.3	-0.5254129549207417	0.5254129549207417
3009	Solyc07g042520.4	Solyc03g122030.1	-0.46954224996619914	0.46954224996619914
3010	Solyc07g042520.4	Solyc04g074810.4	0.6991525236462521	0.6991525236462521
3011	Solyc07g042520.4	Solyc12g008690.3	0.6396435374879859	0.6396435374879859
3012	Solyc07g042520.4	Solyc03g113620.3	-0.6137721195852196	0.6137721195852196
3013	Solyc07g042520.4	Solyc09g089870.3	-0.6017962219714328	0.6017962219714328
3014	Solyc07g042520.4	Solyc06g054540.3	-0.35922594317021816	0.35922594317021816
3015	Solyc07g042520.4	Solyc03g026020.3	-0.5543484270681249	0.5543484270681249
3016	Solyc07g042520.4	Solyc01g104900.3	-0.4805779535918744	0.4805779535918744
3017	Solyc07g042520.4	Solyc08g022080.4	-0.630524541766859	0.630524541766859
3018	Solyc07g042520.4	Solyc06g083170.3	0.7665202742861851	0.7665202742861851
3019	Solyc07g042520.4	Solyc04g077480.3	0.7873810770593773	0.7873810770593773
3020	Solyc07g042520.4	Solyc02g087920.3	-0.464006589335131	0.464006589335131
3021	Solyc07g042520.4	Solyc07g047610.3	0.46125245422427913	0.46125245422427913
3023	Solyc07g042520.4	Solyc09g057710.4	0.4203624803693405	0.4203624803693405
3024	Solyc07g042520.4	Solyc03g078120.4	-0.4022245563421404	0.4022245563421404
3025	Solyc07g042520.4	Solyc08g078340.3	-0.4815208201420187	0.4815208201420187
3738	Solyc02g091490.4	Solyc04g077490.3	0.6333691069051914	0.6333691069051914
3739	Solyc02g091490.4	Solyc01g067560.3	-0.5841160359361005	0.5841160359361005
3740	Solyc02g091490.4	Solyc10g080770.3	-0.5208294142661498	0.5208294142661498
3741	Solyc02g091490.4	Solyc02g063430.4	0.8259541776883477	0.8259541776883477
3742	Solyc02g091490.4	Solyc02g076810.4	-0.624351967305837	0.624351967305837
3743	Solyc02g091490.4	Solyc12g005960.3	-0.5508992123986168	0.5508992123986168
3744	Solyc02g091490.4	Solyc02g065350.3	0.4926841805733119	0.4926841805733119
3745	Solyc02g091490.4	Solyc08g005050.4	0.6268921106140961	0.6268921106140961
3746	Solyc02g091490.4	Solyc06g073640.4	0.3537948597970234	0.3537948597970234
3747	Solyc02g091490.4	Solyc02g078130.3	0.5162886765469928	0.5162886765469928
3748	Solyc02g091490.4	Solyc07g026680.2	-0.6746564539122251	0.6746564539122251
3750	Solyc02g091490.4	Solyc08g007170.1	0.4778643350967415	0.4778643350967415
3752	Solyc02g091490.4	Solyc10g055760.2	0.460324737128324	0.460324737128324
3753	Solyc02g091490.4	Solyc08g075090.4	0.4217304704720302	0.4217304704720302
3754	Solyc02g091490.4	Solyc04g078550.3	0.5976034413792128	0.5976034413792128
3755	Solyc02g091490.4	Solyc09g014250.3	0.7016829804065136	0.7016829804065136
3756	Solyc02g091490.4	Solyc09g065820.4	0.3885537987231335	0.3885537987231335
3757	Solyc02g091490.4	Solyc04g078770.4	0.5011724697142627	0.5011724697142627
3758	Solyc02g091490.4	Solyc05g050330.3	-0.595051910030702	0.595051910030702
3759	Solyc02g091490.4	Solyc11g005920.3	-0.6695204120304383	0.6695204120304383
3760	Solyc02g091490.4	Solyc03g123500.4	0.5253137793568827	0.5253137793568827
3761	Solyc02g091490.4	Solyc10g005010.4	0.5417750125139508	0.5417750125139508
3762	Solyc02g091490.4	Solyc05g009460.3	0.6848290529305813	0.6848290529305813
3763	Solyc02g091490.4	Solyc05g052610.3	-0.5241286646887662	0.5241286646887662
3764	Solyc02g091490.4	Solyc06g076770.3	0.16185431923087093	0.16185431923087093
3765	Solyc02g091490.4	Solyc04g007000.2	-0.3935210208630756	0.3935210208630756
